Time KWT WHT KWR DOL WHG WHH WHB SSL PIN BDF BDI BSF BSI SHD SHP DOG POL COD HER ATF HAL FHS REX FFS FFD SKL SKB SKO SBF POP RFS RFP RFD THO DFS DFD SCU OCT SQD SCH SCM SCO SPI SSO HAK CAP SAN FOS EUL TAN KIN CRO PAN PWN EBC BG COR SPG BFF BIV BC BO BD MA EUP ZL ZM ZS JEL GEL PTE PL PS BB PB DC DL DR DIN RelKWT RelWHT RelKWR RelDOL RelWHG RelWHH RelWHB RelSSL RelPIN RelBDF RelBDI RelBSF RelBSI RelSHD RelSHP RelDOG RelPOL RelCOD RelHER RelATF RelHAL RelFHS RelREX RelFFS RelFFD RelSKL RelSKB RelSKO RelSBF RelPOP RelRFS RelRFP RelRFD RelTHO RelDFS RelDFD RelSCU RelOCT RelSQD RelSCH RelSCM RelSCO RelSPI RelSSO RelHAK RelCAP RelSAN RelFOS RelEUL RelTAN RelKIN RelCRO RelPAN RelPWN RelEBC RelBG RelCOR RelSPG RelBFF RelBIV RelBC RelBO RelBD RelMA RelEUP RelZL RelZM RelZS RelJEL RelGEL RelPTE RelPL RelPS RelBB RelPB RelDC RelDL RelDR RelDIN MigWHT MigWHG MigWHH MigPIN MigBDF MigBDI MigBSF MigSHP MigSCH MigSCM MigSCO MigSPI MigSSO MigHAK PelDemRatio PiscivPlankRatio DivCount InfEpiRatio BSSslope HabitCover
8.395000e+03 1788.410561 4642.256327 7600.643224 3917.868959 389859.359368 65819.914220 83240.074933 6559.413237 8444.553400 3302.116787 35.111147 328.169220 610.378224 13562.350080 28804.082918 30654.929541 3224594.775555 2906153.887957 602686.413131 2039297.741623 1673528.171897 707808.428132 121833.242231 680441.655745 159161.550759 36875.998641 64411.314051 26843.565441 294841.918880 158193.375564 431426.711033 58612.587430 94501.182961 82770.335743 1737289.044668 285956.315799 46350.670918 515501.213188 493934.662140 14685.357099 301822.307853 155694.617727 179372.487527 140404.438683 252011.975950 1776096.925748 736221.428238 528479.411846 217348.432465 379416.054994 4151.683017 2708216.337531 1102388.957235 2522005.558286 1298698.111468 496738.377953 1831.599628 34850.026308 100612.506840 2259620.855312 9009400.950608 113250151.037890 5607156.225127 1134139.992026 5583013.948164 18212495.675170 13195998.480991 18654476.003803 99169.266864 1136289.438830 5.755520 63007597.035056 99692643.855081 68.686072 3047270.329172 0.000000 5134394.631681 6674364.659219 3841845348.840853 1.291073 0.685505 1.426543 0.905188 0.779702 0.328477 1.296319 1.136077 1.135808 0.448924 0.453137 1.173011 1.785905 2.204671 2.365445 1.578712 1.363283 3.661227 1.969299 1.134012 5.727618 3.030479 0.872537 1.591471 0.894381 2.140388 1.763912 2.241897 0.980356 0.776283 0.996536 1.311297 1.236059 1.264075 3.123271 1.542545 1.673019 2.203232 1.173467 0.491833 0.574331 3.952535 0.652402 0.317091 0.863848 0.878353 0.876219 1.677870 0.600891 2.033781 2.296272 1.299090 0.311312 0.560856 0.763007 1.270583 1.001116 1.019364 0.775966 0.550027 3.359674 44.914321 2.374593 3.659722 1.205462 1.440839 1.043971 3.067454 2.267451 3.004817 1.000000 27.808291 22.426482 0.017056 3.728977 0.000000 80.493246 104.635759 1.134184 2431.987384 389859.359368 65819.914220 0.000000 2582.587919 3.149293 33.759385 0.000000 14685.357099 301822.307853 155694.617727 179372.487527 140404.438683 252011.975950 0.109285 11501911598019564940558336.000000 64.184783 73.865727 -34218.344306 0.058987
8.760000e+03 1792.331589 4615.952484 7653.176818 3883.030797 385730.244196 63348.235249 84017.816315 6518.286290 8405.045173 3253.618003 34.251333 328.083045 620.676939 13815.274167 28087.111022 31851.786308 3162169.039710 2843874.146335 598143.798188 2024460.059281 1675735.810943 694807.894129 125069.328309 680039.565782 160497.675545 36923.318959 63476.414137 26926.933243 294934.660565 157569.346795 432082.062987 58031.443610 94979.458956 83493.549704 1717602.218033 291389.451980 45595.890840 531447.609647 497600.868307 18450.278963 183575.942846 148495.651859 2344.294359 180111.664979 262712.562910 1785976.851913 739935.612057 537449.896821 211613.115738 390374.294590 4300.688782 2656500.212284 1048059.523186 2460769.194024 1273765.395743 502907.083476 1831.677736 34872.802487 99040.847415 2185356.261411 9350017.807910 118789569.306899 5469214.079615 1199531.071721 5633024.617058 18448857.341634 13243758.284659 18396065.606905 102619.473500 1249583.299163 6.136056 64262890.002699 98965128.508341 85.992841 3055531.044137 0.000000 4979957.938562 6573980.569122 3854638911.849621 1.293903 0.681621 1.436402 0.897139 0.771444 0.316142 1.308431 1.128953 1.130494 0.442331 0.442040 1.172703 1.816038 2.245785 2.306566 1.640350 1.336891 3.582766 1.954456 1.125761 5.735174 2.974817 0.895713 1.590531 0.901889 2.143134 1.738309 2.248859 0.980664 0.773221 0.998050 1.298295 1.242315 1.275120 3.087878 1.571854 1.645776 2.271386 1.182177 0.617925 0.349323 3.769779 0.008527 0.406766 0.900527 0.883239 0.880640 1.706351 0.585035 2.092520 2.378686 1.274283 0.295970 0.547238 0.748358 1.286362 1.001159 1.020030 0.763845 0.531950 3.486693 47.111221 2.316176 3.870730 1.216260 1.459539 1.047749 3.024962 2.346338 3.304412 1.000000 28.362312 22.262823 0.021353 3.739086 0.000000 78.072102 103.062011 1.137961 2419.746515 385730.244196 63348.235249 0.000000 2545.929415 3.071675 33.748737 0.000000 18450.278963 183575.942846 148495.651859 2344.294359 180111.664979 262712.562910 0.110332 11697206191782870814556160.000000 64.163043 78.393368 -34806.036901 0.058895
9.125000e+03 1794.865429 4590.089927 7697.627866 3847.545773 381362.055774 61074.997423 84803.874272 6468.307573 8362.050539 3208.957543 33.455586 327.989582 630.731310 14062.954288 29228.491736 33098.815469 3101269.659523 2775846.135092 592843.978282 2009737.160600 1673080.617757 681697.381769 128272.929963 679494.026103 161794.889251 36854.498549 62240.498990 26969.036963 294911.752397 156932.658725 432599.871591 57373.326597 95360.854750 84159.425182 1698040.187560 296802.416991 44809.768601 547721.899374 501325.128154 19129.221426 701170.810766 145340.059869 175355.242284 190139.720687 301025.498712 1796719.327374 744314.373044 542493.186252 206150.234656 401543.013965 4454.365944 2580135.497231 996456.303977 2401093.222573 1248564.708299 509216.874288 1831.756031 34895.671749 97448.233040 2118280.162102 9681545.182805 124308829.703292 5335921.786449 1268264.796659 5679682.967424 18653550.325968 13294418.018068 18172345.392929 106210.914707 1232348.850702 6.486096 65405834.267421 98701817.473950 108.524023 3067930.044456 0.000000 4858259.597690 6526635.897974 3867421433.904725 1.295732 0.677802 1.444745 0.888941 0.762708 0.304797 1.320673 1.120297 1.124711 0.436259 0.431771 1.172369 1.845456 2.286048 2.400299 1.704571 1.311144 3.497063 1.937139 1.117574 5.726086 2.918684 0.918656 1.589255 0.909179 2.139140 1.704464 2.252376 0.980588 0.770097 0.999246 1.283572 1.247303 1.285290 3.052710 1.601053 1.617401 2.340942 1.191025 0.640664 1.334242 3.689670 0.637791 0.429413 1.031856 0.888552 0.885851 1.722363 0.569932 2.152388 2.463684 1.237652 0.281397 0.533967 0.733552 1.302502 1.001202 1.020699 0.751562 0.515623 3.610322 49.300126 2.259727 4.092525 1.226334 1.475732 1.051757 2.988174 2.428455 3.258837 1.000000 28.866749 22.203590 0.026948 3.754258 0.000000 76.164205 102.319777 1.141734 2407.515870 381362.055774 61074.997423 0.000000 2511.996372 2.999914 33.737670 0.000000 19129.221426 701170.810766 145340.059869 175355.242284 190139.720687 301025.498712 0.111137 11807009451145745930387456.000000 64.163043 83.332910 -35137.166502 0.058978
9.490000e+03 1796.049514 4564.715803 7734.104142 3810.775026 376794.635657 58985.824280 85597.341182 6409.212261 8312.748075 3167.729363 32.712055 327.903258 640.514384 14305.419653 30248.762080 34390.343628 3040326.344429 2707012.156561 586162.519835 1994794.225745 1665586.500632 668576.909877 131409.427680 678862.405093 163043.974867 36654.448180 60739.762280 26969.900678 294715.660226 156184.377998 432993.890810 56636.303479 95684.422036 84778.093071 1677583.133905 302158.595438 44002.518922 564318.043085 505103.414230 15426.498930 1031112.926397 148115.265446 2280.010598 152993.364835 340683.809564 1808249.064030 749195.467450 543337.740938 200838.684297 412912.758041 4612.782650 2511763.636841 947475.065852 2342848.283096 1223107.253629 515668.356889 1831.834678 34918.696138 95835.474792 2057833.174204 9994562.357776 129826521.223369 5209310.184554 1339245.729378 5725078.588004 18846327.574448 13341104.448888 17992918.235445 109929.414266 1108146.717604 6.803917 66294979.843570 98586066.597286 137.752797 3081287.479323 0.000000 4756234.151346 6496261.069420 3879966002.981448 1.296587 0.674055 1.451591 0.880445 0.753573 0.294371 1.333030 1.110062 1.118080 0.430654 0.422175 1.172060 1.874080 2.325463 2.484085 1.771084 1.285379 3.410345 1.915307 1.109264 5.700438 2.862509 0.941119 1.587778 0.916198 2.127528 1.663366 2.252448 0.979936 0.766425 1.000156 1.267083 1.251535 1.294738 3.015932 1.629946 1.588263 2.411873 1.200001 0.516654 1.962082 3.760123 0.008293 0.345522 1.167797 0.894254 0.891660 1.725044 0.555247 2.213333 2.551304 1.204855 0.267565 0.521014 0.718596 1.319004 1.001245 1.021373 0.739123 0.500909 3.727048 51.488409 2.206108 4.321571 1.236136 1.490983 1.055450 2.958670 2.513476 2.930396 1.000000 29.259171 22.177551 0.034206 3.770604 0.000000 74.564726 101.843582 1.145438 2395.309995 376794.635657 58985.824280 0.000000 2480.514688 2.932882 33.727269 0.000000 15426.498930 1031112.926397 148115.265446 2280.010598 152993.364835 340683.809564 0.111629 11825404096015026733711360.000000 64.163043 88.335033 -35193.992413 0.059211
9.855000e+03 1795.935191 4540.291112 7763.896291 3772.906929 372090.798138 57079.073377 86399.704546 6342.441613 8259.704134 3129.743942 32.020462 327.837553 650.013347 14543.175335 31761.309331 35722.380876 2981794.054073 2643090.407972 581284.367751 1980274.884130 1654157.440406 655596.476307 134547.849161 678210.972625 164236.534881 36350.710278 59116.673098 26941.406078 294462.200569 155409.377373 433325.677104 55879.573128 95973.029956 85364.965372 1657518.492764 307432.589477 43208.028472 581243.392721 508920.479790 12214.259792 630604.311713 141025.302198 171133.892377 116767.555226 366187.596947 1820167.271229 754494.787067 542485.773343 195859.020895 424474.487398 4776.042009 2454929.168222 900965.664548 2285918.127061 1197429.025375 522261.985244 1831.913837 34941.878192 94203.725543 2003222.905231 10294802.948215 135341806.483369 5092461.187079 1413146.154076 5775796.182330 19042801.095727 13386730.337187 17862966.545747 113768.820157 1107662.337547 7.204448 67084104.328423 98706220.951555 175.572699 3096867.076684 0.000000 4676204.406725 6497439.620177 3892520289.818657 1.296505 0.670448 1.457183 0.871696 0.744165 0.284856 1.345525 1.098498 1.110945 0.425490 0.413249 1.171826 1.901873 2.364112 2.608298 1.839683 1.260633 3.329815 1.899367 1.101190 5.661322 2.806934 0.963596 1.586254 0.922899 2.109898 1.618917 2.250068 0.979093 0.762622 1.000922 1.250153 1.255310 1.303701 2.979861 1.658396 1.559586 2.484211 1.209070 0.409072 1.199963 3.580133 0.622437 0.263709 1.255219 0.900148 0.897967 1.722339 0.541480 2.275307 2.641601 1.177592 0.254431 0.508354 0.703509 1.335869 1.001288 1.022051 0.726539 0.487616 3.839010 53.675737 2.156623 4.560039 1.247087 1.506527 1.059060 2.937302 2.601262 2.929115 1.000000 29.607450 22.204580 0.043597 3.789669 0.000000 73.310079 101.862059 1.149144 2383.363603 372090.798138 57079.073377 0.000000 2451.406852 2.870527 33.718985 0.000000 12214.259792 630604.311713 141025.302198 171133.892377 116767.555226 366187.596947 0.112092 11806859985907382656958464.000000 64.163043 93.336354 -35139.935255 0.059589
1.022000e+04 1794.583171 4517.126782 7786.375718 3734.135157 367323.907310 55318.109481 87208.351989 6268.503986 8201.520241 3095.077333 31.376043 327.808426 659.232980 14776.862415 30874.850908 37096.114879 2930655.172816 2589486.343044 579330.511748 1967387.564489 1641199.165255 642972.193095 137606.565918 677719.142791 165365.356320 36000.231495 57587.397905 26912.855911 294291.247638 154772.592752 433683.780565 55183.918048 96276.500214 85945.453457 1640965.512357 312603.742864 42482.981443 598517.276056 512770.523144 13667.404585 96314.482589 140282.309480 2217.470939 128340.465976 377662.655757 1831944.679877 760133.173814 540685.793368 191509.008763 436219.756799 4944.281247 2420961.959213 856830.447291 2230274.572686 1171571.653729 528997.939639 1831.993442 34965.021879 92554.051430 1953731.984567 10581892.093100 140843988.157473 4984640.504570 1488537.405040 5832450.468954 19236397.895505 13419532.084678 17768601.558370 117728.170920 1231734.613226 7.700583 67571575.700591 98809501.936224 224.391070 3110457.516212 0.000000 4608629.322208 6500510.875250 3904763235.084246 1.295529 0.667028 1.461402 0.862738 0.734632 0.276067 1.358118 1.085692 1.103119 0.420777 0.404932 1.171721 1.928849 2.402099 2.535501 1.910430 1.239013 3.262284 1.892983 1.094024 5.616973 2.752883 0.985501 1.585104 0.929243 2.089556 1.577038 2.247684 0.978525 0.759497 1.001750 1.234590 1.259280 1.312566 2.950102 1.686291 1.533416 2.558039 1.218217 0.457740 0.183275 3.561271 0.008065 0.289845 1.294553 0.905972 0.904678 1.716624 0.529454 2.338265 2.734654 1.161299 0.241967 0.495979 0.688318 1.353099 1.001331 1.022728 0.713816 0.475569 3.946068 55.857869 2.110962 4.803316 1.259319 1.521843 1.061655 2.921785 2.691790 3.257213 1.000000 29.822595 22.227814 0.055719 3.806300 0.000000 72.250686 101.910208 1.152758 2371.873585 367323.907310 55318.109481 0.000000 2424.812322 2.812415 33.714364 0.000000 13667.404585 96314.482589 140282.309480 2217.470939 128340.465976 377662.655757 0.112510 11767675063600819386449920.000000 64.152174 98.116663 -35023.869243 0.060078
1.058500e+04 1792.032970 4495.423539 7803.244631 3694.764777 362507.513919 53700.111107 88017.286037 6191.679647 8145.573372 3063.094842 30.767718 327.798965 668.139745 15007.525484 31211.793102 38509.634203 2883533.958071 2539951.518623 577343.356879 1955289.204671 1626180.249023 630467.561694 140608.552017 677242.392770 166422.994818 35579.712364 56105.033621 26858.958719 294133.677711 154218.970577 433990.277209 54486.971523 96520.840618 86494.984706 1625543.056657 317644.249333 41775.036926 616130.834220 516654.217938 16899.950715 433233.658842 141439.724524 167676.169756 161785.819792 369378.556445 1842241.571125 765549.888402 537237.680299 187730.540424 448135.306968 5117.560683 2366922.463738 814933.712294 2175972.497182 1145548.676526 535877.216735 1832.073698 34988.288114 90887.996794 1908651.936978 10856093.565958 146346146.924874 4881084.318369 1566709.164275 5887993.828344 19370580.105999 13448710.807453 17724604.399449 121823.931343 1299613.415210 8.197720 67865694.895498 99291869.778552 287.260892 3124517.097194 0.000000 4554609.106781 6531376.017040 3917071611.052331 1.293688 0.663823 1.464568 0.853642 0.724999 0.267993 1.370716 1.072386 1.095594 0.416429 0.397082 1.171688 1.954909 2.439596 2.563171 1.983225 1.219091 3.199879 1.886490 1.087296 5.565571 2.699344 1.007001 1.583989 0.935186 2.065147 1.536443 2.243182 0.978001 0.756780 1.002457 1.218998 1.262476 1.320958 2.922376 1.713481 1.507863 2.633319 1.227443 0.566002 0.824391 3.590654 0.609861 0.365379 1.266157 0.911064 0.911125 1.705677 0.519008 2.402136 2.830493 1.135377 0.230136 0.483903 0.673029 1.370695 1.001375 1.023408 0.700966 0.464596 4.048320 58.039992 2.067107 5.055566 1.271312 1.532458 1.063964 2.914550 2.785438 3.436712 1.000000 29.952404 22.336326 0.071331 3.823505 0.000000 71.403797 102.394089 1.156392 2361.040380 362507.513919 53700.111107 0.000000 2400.234864 2.757645 33.712242 0.000000 16899.950715 433233.658842 141439.724524 167676.169756 161785.819792 369378.556445 0.112777 11692614708494638996520960.000000 64.141304 103.352475 -34800.047641 0.060685
1.095000e+04 1788.301568 4475.327884 7814.798348 3654.859147 357643.283066 52223.789315 88824.297400 6112.488185 8089.729173 3033.481978 30.184487 327.800900 676.718648 15235.122299 31697.926003 39955.679197 2836872.340451 2490113.370406 572990.301167 1943290.310261 1608807.468098 617986.670174 143539.707153 676719.251184 167397.312116 35079.359436 54614.466341 26775.134399 293858.854312 153594.784994 434201.218164 53744.295522 96716.424435 87010.833796 1609158.033585 322529.717803 41063.984899 634070.228118 520586.818418 17101.087087 890607.753820 135312.721659 2164.169192 166813.323150 349879.098761 1851390.130815 770517.245253 532593.318739 184016.760980 460206.465989 5295.918070 2311549.418143 775180.628688 2123067.776185 1119358.589601 542900.769036 1832.154781 35011.795562 89207.000669 1867792.012564 11108010.284773 151863301.312139 4781263.690102 1646544.710253 5940297.631049 19462969.892570 13475815.661231 17731463.660045 126037.976009 1200357.624680 8.628757 68071485.475188 99779403.098343 368.010630 3137629.168055 0.000000 4509929.517001 6569259.164642 3929223944.238480 1.290994 0.660856 1.466737 0.844422 0.715271 0.260625 1.383284 1.058670 1.088083 0.412403 0.389554 1.171695 1.980010 2.476593 2.603093 2.057696 1.199363 3.137092 1.872266 1.080624 5.506113 2.645907 1.027993 1.582765 0.940661 2.036106 1.495624 2.236182 0.977087 0.753717 1.002945 1.202382 1.265034 1.328836 2.892919 1.739835 1.482197 2.709991 1.236786 0.572739 1.694718 3.435111 0.007871 0.376733 1.199317 0.915589 0.917037 1.690932 0.508741 2.466841 2.929142 1.108815 0.218909 0.472138 0.657642 1.388660 1.001420 1.024096 0.688002 0.454650 4.142261 60.228062 2.024833 5.313185 1.282605 1.539768 1.066108 2.915678 2.881790 3.174239 1.000000 30.043229 22.445999 0.091382 3.839550 0.000000 70.703344 102.987993 1.159980 2350.931261 357643.283066 52223.789315 0.000000 2377.407259 2.705185 33.711539 0.000000 17101.087087 890607.753820 135312.721659 2164.169192 166813.323150 349879.098761 0.112881 11591513435843547497496576.000000 64.130435 108.778788 -34497.979105 0.061391
1.131500e+04 1783.465429 4456.625083 7821.983343 3614.458200 352756.063403 50891.396970 89628.381125 6031.690993 8035.200264 3006.128756 29.621977 327.818818 684.977578 15459.902560 33346.646797 41429.147332 2790483.659708 2439720.626227 569013.380330 1931410.926686 1589281.521303 605467.050543 146306.670574 676143.585267 168282.505982 34523.541427 53133.252842 26669.797209 293483.645895 152909.777508 434366.025181 52983.131760 96877.099908 87501.273949 1591411.366515 327250.943270 40360.458112 652335.812334 524575.691824 13650.226769 735559.000627 135331.791135 164237.426929 133042.514121 319125.466499 1860226.817722 775144.927685 530404.478447 180584.698771 472419.719546 5479.421994 2261206.852288 737441.952009 2071597.666473 1093024.956607 550069.754299 1832.236930 35035.596954 87512.901264 1830775.062526 11339068.285241 157404567.955422 4688272.941272 1729033.683323 5995608.893398 19551871.216476 13506020.518343 17783428.114292 130365.557164 1171400.648431 9.126841 68267714.080946 100392592.059126 471.366328 3152539.298887 0.000000 4476877.919640 6628580.737736 3941461237.884222 1.287503 0.658094 1.468085 0.835088 0.705497 0.253976 1.395806 1.044676 1.080749 0.408685 0.382295 1.171759 2.004175 2.513133 2.738489 2.133579 1.179751 3.073606 1.859271 1.074018 5.439285 2.592305 1.047809 1.581419 0.945635 2.003844 1.455061 2.227384 0.975839 0.750356 1.003325 1.185353 1.267135 1.336327 2.861014 1.765303 1.456804 2.788057 1.246263 0.457165 1.399679 3.435595 0.597354 0.300464 1.093899 0.919959 0.922544 1.683982 0.499252 2.532308 3.030637 1.084667 0.208252 0.460692 0.642170 1.406997 1.001465 1.024792 0.674936 0.445639 4.228425 62.425694 1.985452 5.579366 1.294548 1.546801 1.068497 2.924223 2.980737 3.097665 1.000000 30.129834 22.583940 0.117047 3.857796 0.000000 70.185185 103.917992 1.163592 2341.428078 352756.063403 50891.396970 0.000000 2356.258203 2.654592 33.712452 0.000000 13650.226769 735559.000627 135331.791135 164237.426929 133042.514121 319125.466499 0.113275 11543866548099065139167232.000000 64.130435 114.290995 -34356.220333 0.062202
1.168000e+04 1777.576766 4439.489990 7823.923839 3573.845453 347899.502460 49667.000354 90430.366806 5948.496240 7978.150123 2981.289979 29.081140 327.868388 692.949493 15682.229903 32554.015004 42931.137413 2749159.465061 2394414.049068 568045.799170 1921016.820682 1569887.704246 593252.323402 148952.961816 675685.562055 169078.303132 33980.791541 51787.469381 26578.875501 293180.524639 152331.787937 434578.088968 52292.494918 97065.673984 87995.761563 1575763.043211 331814.124864 39725.028700 670952.327517 528623.114702 11163.537802 159471.966191 135225.712857 2112.568064 104942.166244 283896.134646 1868797.653316 779614.121225 531536.530270 177450.779818 484763.862762 5668.205709 2236551.250518 701626.940149 2021545.141793 1066593.578240 557385.019289 1832.320174 35059.491795 85807.411208 1796925.171444 11552964.857896 162953072.603463 4602848.741321 1812366.726286 6056713.668802 19645285.352110 13523037.622069 17865973.730882 134791.196150 1281169.434078 9.749609 68127685.530563 100971585.115059 603.050735 3164983.947147 0.000000 4449799.835219 6683443.353920 3953424065.844738 1.283251 0.655563 1.468449 0.825705 0.695784 0.247865 1.408296 1.030267 1.073076 0.405308 0.375315 1.171936 2.027500 2.549274 2.673397 2.210930 1.162281 3.016528 1.856110 1.068238 5.372911 2.540007 1.066761 1.580347 0.950107 1.972342 1.418206 2.219791 0.974831 0.747519 1.003815 1.169902 1.269602 1.343878 2.832882 1.789918 1.433868 2.867624 1.255879 0.373882 0.303456 3.432902 0.007684 0.237002 0.973140 0.924197 0.927863 1.687576 0.490588 2.598476 3.135052 1.072840 0.198138 0.449561 0.626641 1.425709 1.001510 1.025491 0.661783 0.437400 4.308188 64.626198 1.949276 5.848271 1.307741 1.554191 1.069844 2.937796 3.081927 3.387939 1.000000 30.068033 22.714188 0.149746 3.873024 0.000000 69.760675 104.778088 1.167124 2332.588379 347899.502460 49667.000354 0.000000 2337.045442 2.605927 33.716344 0.000000 11163.537802 159471.966191 135225.712857 2112.568064 104942.166244 283896.134646 0.114005 11568515625889477446074368.000000 64.119565 119.436537 -34431.288077 0.063083
1.204500e+04 1770.763888 4423.441320 7821.721989 3533.379312 343082.668513 48547.190455 91225.488781 5866.176618 7924.823665 2958.552235 28.559498 327.931447 700.622538 15903.182118 32524.131655 44461.881560 2711841.467875 2352010.034121 568144.542819 1911779.862341 1550636.249882 581087.264857 151509.056227 675238.234710 169780.891798 33447.098584 50491.619382 26489.067285 292937.342733 151870.321642 434779.797558 51640.912142 97223.089319 88478.373554 1562322.866940 336214.817299 39125.099201 689919.115660 532719.460120 12818.681797 219037.934696 130625.115969 161274.327119 118407.207707 247408.575190 1875678.731116 783559.366813 533843.779877 174623.294496 497223.845731 5862.337473 2199569.387905 667612.709858 1972877.910003 1040089.367257 564847.957800 1832.404790 35083.576420 84092.694271 1765990.339298 11753213.643151 168507678.678740 4521122.720814 1898042.712791 6117600.642550 19692519.265934 13535551.803034 17982503.159543 139338.267278 1403224.756531 10.419775 67939515.998958 101713942.436035 769.891367 3177064.509001 0.000000 4431671.860301 6756878.223829 3965421089.246546 1.278333 0.653194 1.468036 0.816356 0.686150 0.242277 1.420678 1.016009 1.065903 0.402217 0.368583 1.172161 2.049950 2.585192 2.670943 2.289763 1.146503 2.963107 1.856432 1.063102 5.307023 2.487923 1.085067 1.579301 0.954055 1.941365 1.382719 2.212290 0.974023 0.745255 1.004281 1.155325 1.271661 1.351249 2.808719 1.813657 1.412214 2.948687 1.265610 0.429315 0.416802 3.316110 0.586576 0.267412 0.848068 0.927600 0.932559 1.694902 0.482771 2.665265 3.242425 1.055100 0.188533 0.438738 0.611070 1.444798 1.001556 1.026196 0.648558 0.429870 4.382863 66.829121 1.914665 6.124737 1.320888 1.557928 1.070834 2.956958 3.185894 3.710703 1.000000 29.984985 22.881186 0.191174 3.887807 0.000000 69.476478 105.929346 1.170666 2324.249583 343082.668513 48547.190455 0.000000 2319.451334 2.559049 33.722011 0.000000 12818.681797 219037.934696 130625.115969 161274.327119 118407.207707 247408.575190 0.114823 11618756887079471519105024.000000 64.108696 124.968900 -34583.051692 0.064049
1.241000e+04 1763.085454 4408.607697 7815.716950 3493.182449 338300.020242 47526.075498 92013.103218 5785.305750 7873.470304 2937.615469 28.054073 327.994576 707.998610 16122.723806 32182.705379 46020.041074 2675883.919668 2310685.403379 566288.162689 1902908.813533 1531270.363312 568950.684559 153910.789850 674718.672362 170388.921951 32906.702246 49164.179322 26394.060090 292677.291596 151407.725827 434929.107165 50984.100979 97349.804395 88943.587527 1549144.988182 340443.047991 38535.778080 709221.923943 536861.095287 15605.541171 652450.042158 131450.727456 2068.980856 146765.407426 211563.758430 1880937.720682 786878.938383 535291.603694 171904.383029 509782.369450 6061.845939 2159386.035835 635312.416292 1925545.988213 1013515.208258 572460.069401 1832.491086 35107.932193 82370.857424 1737782.942198 11941979.969752 174067561.616942 4441446.151473 1984786.584979 6175012.843479 19706017.596372 13548207.475656 18122282.663347 143998.769035 1382170.539369 11.035386 67785710.832893 102331465.231398 979.814939 3187127.924272 0.000000 4419302.577410 6833502.210023 3977237599.239605 1.272790 0.651003 1.466909 0.807068 0.676585 0.237181 1.432944 1.002003 1.058996 0.399370 0.362060 1.172387 2.071532 2.620880 2.642904 2.370007 1.131301 2.911045 1.850367 1.058169 5.240743 2.435960 1.102268 1.578086 0.957472 1.909998 1.346367 2.204355 0.973158 0.742985 1.004626 1.140630 1.273318 1.358354 2.785028 1.836465 1.390942 3.031186 1.275450 0.522651 1.241533 3.337069 0.007525 0.331456 0.725199 0.930201 0.936510 1.699498 0.475254 2.732583 3.352772 1.035825 0.179411 0.428212 0.595457 1.464268 1.001603 1.026908 0.635279 0.423004 4.453255 69.034136 1.880923 6.404648 1.333284 1.558996 1.071835 2.979942 3.292453 3.655027 1.000000 29.917103 23.020102 0.243301 3.900122 0.000000 69.282561 107.130600 1.174154 2316.483010 338300.020242 47526.075498 0.000000 2303.216743 2.513667 33.727998 0.000000 15605.541171 652450.042158 131450.727456 2068.980856 146765.407426 211563.758430 0.115465 11650293174235876355473408.000000 64.108696 130.727400 -34678.596109 0.065080
1.277500e+04 1754.554929 4394.824043 7806.857812 3453.214605 333543.721173 46610.945979 92794.384136 5707.015664 7825.813699 2918.169521 27.562674 328.050469 715.080399 16341.007990 33939.860552 47602.518609 2638470.231962 2268366.392783 562839.068676 1893924.996441 1510799.252914 556872.324569 156174.226541 674078.070523 170901.526271 32345.386161 47755.798251 26282.720085 292311.868157 150851.354688 434999.864418 50291.874290 97424.650489 89383.727556 1534323.751267 344491.859757 37930.672238 728843.188657 541049.554055 15425.527827 793834.598132 129770.087043 158574.767449 147874.501014 180349.552507 1885466.603461 789709.504035 536456.655850 169169.228603 522421.146887 6266.745609 2111301.940040 604616.211459 1879498.923984 986878.507386 580223.172843 1832.579554 35132.717671 80644.385281 1712261.305473 12120820.786786 179644945.051051 4364679.493053 2074101.841313 6230838.771431 19706578.710942 13568168.054526 18285203.537276 148763.763768 1307218.706058 11.647943 67699805.084487 103054528.837098 1241.686646 3199249.053978 0.000000 4415372.701021 6929273.494826 3989162465.946296 1.266632 0.648968 1.465246 0.797834 0.667073 0.232614 1.445111 0.988443 1.052586 0.396727 0.355718 1.172587 2.092253 2.656364 2.787205 2.451504 1.115484 2.857731 1.839096 1.053173 5.170681 2.384247 1.118478 1.576588 0.960352 1.877418 1.307798 2.195057 0.971943 0.740255 1.004790 1.125144 1.274297 1.365075 2.758383 1.858306 1.369101 3.115047 1.285401 0.516622 1.510570 3.294403 0.576758 0.333961 0.618203 0.932441 0.939878 1.703197 0.467693 2.800330 3.466101 1.012760 0.170742 0.417972 0.579807 1.484125 1.001652 1.027633 0.621963 0.416791 4.519946 71.246093 1.848413 6.692856 1.345338 1.559040 1.073414 3.006732 3.401402 3.456824 1.000000 29.879189 23.182759 0.308327 3.914955 0.000000 69.220952 108.632031 1.177674 2309.235105 333543.721173 46610.945979 0.000000 2288.082144 2.469561 33.733439 0.000000 15425.527827 793834.598132 129770.087043 158574.767449 147874.501014 180349.552507 0.116075 11675673175033405778165760.000000 64.097826 136.861161 -34755.600593 0.066196
